BIKE_ID,BIKE_LATITUDE,BIKE_LONGITUDE,TIME,FENCE_LATITUDE,FENCE_LONGITUDE,FENCE_LATITUDE_0,FENCE_LONGITUDE_0,FENCE_LATITUDE_1,FENCE_LONGITUDE_1,FENCE_LATITUDE_2,FENCE_LONGITUDE_2,FENCE_LATITUDE_3,FENCE_LONGITUDE_3,DISTANCE,IS_INSIDE
d828b0c511cf401d6e800b27f15f21ce,24.432232,118.107297,2020-12-25 08:48:00,24.432195806825003,118.10709846525,24.4321997565,118.107121947,24.4321845991,118.107118631,24.4321919068,118.107075043,24.4322069649,118.10707824,20.528469222432744,0
0bf0f3a3d032eaa43c19404e8e362ca8,24.529734,118.126451,2020-12-25 08:48:00,24.529744632750003,118.126427292,24.5297534318,118.126451156,24.5297239002,118.126414304,24.5297358337,118.126403428,24.5297653653,118.12644028,2.6755167357294214,0
85f18fd0b41a4a9815011865ed5ba153,24.531377,118.15659,2020-12-25 08:48:00,24.53126810465,118.15663140445,24.5312820496,118.1566568748,24.5312441857,118.156617352,24.5312541597,118.1566059341,24.5312920236,118.1566454569,12.77073148423777,0
8ad0f3f58a438573c507de685bf573f0,24.489207,118.169843,2020-12-25 08:48:00,24.48917640975,118.16981829475,24.4891962101,118.1698315,24.48915388,118.169824566,24.4891564285,118.169804957,24.4891991204,118.169812156,4.213301315798415,0
7ced42ba917af825b657f10c2c98b609,24.488212,118.095241,2020-12-25 08:48:00,24.488173200325,118.09518117205,24.4881728366,118.0952149001,24.4881562389,118.0951529906,24.4881735641,118.095147444,24.4881901617,118.0952093535,7.432832562402189,0
23ba7eb50489a974478630579bf2ad80,24.521025,118.127511,2020-12-25 08:48:00,24.521044424025,118.1273264094,24.5209397103,118.1273376761,24.5211458344,118.1272957431,24.5211491378,118.1273151427,24.5209430136,118.1273570757,18.829350682052898,0
d81d38fbfd634dee0e2152b1003516a9,24.487684,118.11417,2020-12-25 08:48:00,24.4876201143,118.114026559,24.4876021397,118.1140326394,24.4876337133,118.1140123486,24.4876380889,118.1140204786,24.4876065153,118.1140407694,16.1703918471272,0
dc28c0815163c0c26c01663b23566aee,24.510392,118.115177,2020-12-25 08:48:00,24.510445069725,118.1150992572,24.5104541797,118.115123417,24.5104241631,118.1150865797,24.5104359597,118.1150750974,24.5104659764,118.1151119347,9.830176807622585,0
6ed3e35cd8acfb7395ab0021354259dd,24.466503,118.073796,2020-12-25 08:48:00,24.466662528425,118.073804588825,24.4666397413,118.0737955452,24.4666850391,118.0737947533,24.4666853156,118.0738136325,24.4666400177,118.0738144243,17.6916083690778,0
733418be59d2f81a7058b3c0f1f4d21b,24.519251,118.088532,2020-12-25 08:48:00,24.520420924725,118.09042222825,24.5203999418,118.0904107553,24.5204441761,118.0904188011,24.5204419076,118.0904337012,24.5203976734,118.0904256554,231.26983879870443,0
ace8cb648f7e3e2fa950f7b9fb7027a6,24.471086,118.081254,2020-12-25 08:48:00,24.4711890629,118.081201314825,24.4711495752,118.0811113474,24.4712417809,118.0812827878,24.4712285506,118.0812912822,24.4711363449,118.0811198419,12.603463201643343,0
fdac6930e06859d67235bf673f730243,24.485964,118.08943,2020-12-25 08:48:00,24.486070526925,118.08950258000002,24.4860450384,118.089514633,24.4860428692,118.08950024,24.4860961772,118.08949063,24.4860980229,118.089504817,13.905230293697853,0
edbd2a3d268ba2eb1ec07403aec01f0d,24.487123,118.176564,2020-12-25 08:48:00,24.48711584215,118.17659807925,24.4871245097,118.176620421,24.4871061637,118.176620045,24.4871073326,118.176575559,24.4871253626,118.176576292,3.54426304636192,0
75f8bc2e69ce9531396c2659772bd405,24.481236,118.087629,2020-12-25 08:48:00,24.48128639975,118.0875986614,24.481312818,118.0875972586,24.4812642878,118.0876145197,24.4812599815,118.0876000642,24.4813085117,118.0875828031,6.373612953386129,0
bd7de75043d9b7ec037fb5b6ce36380e,24.480726,118.137918,2020-12-25 08:48:00,24.480685005975,118.1379496575,24.480682944,118.137968715,24.480672302,118.137936013,24.480687331,118.137930851,24.4806974469,118.137963051,5.560267178331964,0
