BIKE_ID,BIKE_LATITUDE,BIKE_LONGITUDE,TIME,FENCE_LATITUDE,FENCE_LONGITUDE,FENCE_LATITUDE_0,FENCE_LONGITUDE_0,FENCE_LATITUDE_1,FENCE_LONGITUDE_1,FENCE_LATITUDE_2,FENCE_LONGITUDE_2,FENCE_LATITUDE_3,FENCE_LONGITUDE_3,IS_INSIDE
4b0a6fca395fcdfcc2cbeebb8af3452d,24.479604,118.152639,2020-12-22 08:12:00,24.4794359875,118.1527380133,24.4794489029,118.152713739,24.4794375128,118.1527660422,24.4794230721,118.1527622876,24.4794344622,118.1527099844,0
e0786a8c062683e488d7f2de47e1f20c,24.469956,118.0822,2020-12-22 08:30:00,24.47013073065,118.0821711728,24.4701362589,118.0822070255,24.4701163991,118.0821383595,24.4701252024,118.0821353201,24.4701450622,118.0822039861,0
29e4422cd6e7a28592b4c72bb712ee6e,24.47389,118.094683,2020-12-22 08:22:00,24.473978370275,118.09475041025,24.4739799233,118.094785117,24.4739619297,118.094720713,24.473976821,118.094715555,24.4739948071,118.094780256,0
59137390f17e4d2b66faf355aca56167,24.529118,118.154433,2020-12-22 08:13:00,24.52923659725,118.15448178405,24.5292584645,118.1544832743,24.5292190292,118.154496095,24.52921473,118.1544802938,24.5292541653,118.1544674731,0
ae4e164b4a46f570e5a8bfd5d5d4729c,24.475275,118.177911,2020-12-22 08:30:00,24.4752484336,118.17789971780002,24.4752746394,118.1779174339,24.4752180033,118.1778944056,24.4752222278,118.1778820017,24.4752788639,118.17790503,1
cc1cd7230d221fd4314b99366d222755,24.504928,118.124009,2020-12-22 08:13:00,24.504958445325,118.1240453065,24.5049591055,118.1239993333,24.5049711812,118.1240891279,24.5049577852,118.1240912797,24.5049457094,118.1240014851,0
188c8f41a18a707ad84b312ef8b04862,24.506159,118.148382,2020-12-22 08:30:00,24.50631592315,118.14819157085,24.5063094235,118.1482142598,24.5063079891,118.1481694336,24.5063224228,118.1481688819,24.5063238572,118.1482137081,0
078f2f99e5fef7e07f49b5b2bee11624,24.470943,118.09291,2020-12-22 08:22:00,24.4711032147,118.0929121583,24.4710859929,118.092911087,24.4711171732,118.0929010852,24.4711204365,118.0929132296,24.4710892562,118.0929232314,0
4eb70c3db1654918e75f977e9cf79859,24.493726,118.123391,2020-12-22 08:22:00,24.493694,118.12326425,24.493723,118.123269,24.493668,118.123279,24.493665,118.12326,24.49372,118.123249,0
cd4be17f701453341f2c38838f062217,24.498455,118.113955,2020-12-22 08:22:00,24.498406246875,118.11408565375,24.4984115341,118.114116431,24.4983874763,118.114061996,24.4984008134,118.11405543,24.4984251637,118.114108758,0
f9c38955a9010eab64111679af5cf560,24.486828,118.100665,2020-12-22 08:13:00,24.486970580675,118.1002677485,24.4869550271,118.100283715,24.4869487025,118.100268257,24.4869861347,118.100251782,24.4869924584,118.10026724,0
097bbeeb5f6dc7accb646a493da30479,24.50317,118.154298,2020-12-22 08:13:00,24.5030375819,118.1548025548,24.5030571491,118.1548116515,24.5030175077,118.1548102193,24.5030180147,118.1547934581,24.5030576561,118.1547948903,0
ceb5c1fd7d1abf8c4aff7d81e7369c2d,24.463994,118.074079,2020-12-22 08:22:00,24.46409734385,118.0740977769,24.4640656327,118.0740957105,24.4641257218,118.0740821775,24.464129055,118.0740998433,24.4640689659,118.0741133763,0
44acabe6b03eb295701fb9298d4fff48,24.491497,118.179624,2020-12-22 08:31:00,24.4914473283,118.17953102025,24.4914374455,118.179554684,24.4914262964,118.179542439,24.4914570989,118.179507623,24.4914684724,118.179519335,0
170c0bec69d07d8705895dbf40cfbcf9,24.536993,118.132413,2020-12-22 08:22:00,24.536925204925,118.1330022255,24.536952947,118.133054155,24.5368854504,118.132960801,24.5368973012,118.132950181,24.5369651211,118.133043765,0
37bfb9591160aeed7df51f800d27dc17,24.539285,118.138975,2020-12-22 08:25:00,24.539255166575,118.13895770425,24.5392383909,118.138976992,24.5392310937,118.138961681,24.5392719427,118.138938417,24.539279239,118.138953727,0
16efa3d1571ef601d837a65bbf87c1a9,24.49309,118.147084,2020-12-22 08:25:00,24.493066,118.14703675,24.493098,118.147058,24.493029,118.147035,24.493034,118.147016,24.493103,118.147038,0
e9adf4375d61828c50977176e555cfad,24.486226,118.119888,2020-12-22 08:25:00,24.486160489775,118.119696084375,24.4861937414,118.1197004537,24.4861275658,118.119702791,24.4861272381,118.119691715,24.4861934138,118.1196893778,0
afa0bea0f049f1ab0758f82ee133cf56,24.530454,118.136493,2020-12-22 08:25:00,24.53038740845,118.1365210355,24.530354103,118.136559781,24.5303441166,118.136545758,24.5304206022,118.136482141,24.530430812,118.136496462,0
a0ae399f32f1e56801a762426466dff1,24.487953,118.114974,2020-12-22 08:25:00,24.4879424724,118.114917842475,24.4879175897,118.1148451383,24.4879795275,118.1149840666,24.4879673551,118.1149905466,24.4879054173,118.1148516184,0
ac9b0dd34c30860baa9a7ca5ef98d606,24.53941,118.136714,2020-12-22 08:25:00,24.539314500000003,118.1366565,24.539326,118.136684,24.539293,118.136638,24.539303,118.136629,24.539336,118.136675,0
4b5472447064b574d89ae3f6f301fb5d,24.487572,118.18085,2020-12-22 08:25:00,24.488079166250003,118.1811723746,24.4881023165,118.1811945889,24.4880491719,118.1811646836,24.488056016,118.1811501603,24.4881091606,118.1811800656,0
