BIKE_ID,BIKE_LATITUDE,BIKE_LONGITUDE,TIME,FENCE_LATITUDE,FENCE_LONGITUDE,FENCE_LATITUDE_0,FENCE_LONGITUDE_0,FENCE_LATITUDE_1,FENCE_LONGITUDE_1,FENCE_LATITUDE_2,FENCE_LONGITUDE_2,FENCE_LATITUDE_3,FENCE_LONGITUDE_3,IS_INSIDE
f453f626e5c4af872aa11b5cb4f7e3b8,24.470533,118.116967,2020-12-24 08:27:00,24.4704349157,118.11699621675,24.4704282035,118.117013894,24.4704184862,118.117002125,24.4704416279,118.11697854,24.4704513452,118.116990308,0
15ac93eb7f512975068d29c1cec2122f,24.470037,118.090254,2020-12-24 08:27:00,24.470080199225,118.09017490025,24.4700634153,118.090098876,24.47011061,118.0902456955,24.4700969832,118.0902509245,24.4700497884,118.090104105,0
bdc2239a41a930da0cbbb63bf3f08ff1,24.488961,118.109551,2020-12-24 08:40:00,24.488961478275,118.10954637025,24.4889439233,118.109559729,24.4889401058,118.109545597,24.4889790262,118.109532986,24.4889828578,118.109547169,1
fc5622127ec3ab79dd5843d62bdadbf7,24.494988,118.123054,2020-12-24 08:27:00,24.4949449093,118.12300061115,24.4949913236,118.1229998106,24.4949005355,118.1230155065,24.494898495,118.1230014117,24.4949892831,118.1229857158,0
47759516fe20bfe0e39ac0d8b4bcd0e5,24.477115,118.182606,2020-12-24 08:27:00,24.477007412525,118.18253280525,24.4770926744,118.182353047,24.4769361334,118.182719691,24.4769221507,118.182712563,24.4770786916,118.18234592,0
003117a8fd5d404220b38740d5315f43,24.49431,118.126421,2020-12-24 08:27:00,24.49434125,118.12609625,24.494332,118.126055,24.494364,118.12613,24.494351,118.126137,24.494318,118.126063,0
6de73d4192e0ba4258fb19aaea1ec7e5,24.471447,118.104463,2020-12-24 08:27:00,24.470944237025,118.104340934325,24.4709467605,118.1043792644,24.4709311583,118.1043052614,24.4709417131,118.1043026038,24.4709573162,118.1043766077,0
d268a750c8315cded5a1581a7bef3bc1,24.483192,118.089396,2020-12-24 08:27:00,24.483312750000003,118.08948499999998,24.483313,118.089507,24.483301,118.089467,24.483312,118.089463,24.483325,118.089503,0
f4460c2990b493c992f6fa04f5f67897,24.473783,118.112629,2020-12-24 08:27:00,24.473977310975,118.11255859225,24.4739843269,118.112582114,24.4739568569,118.112548394,24.4739704743,118.11253549,24.4739975858,118.112568371,0
46c04a7d2c9fe9fea1bb9819f9253606,24.474128,118.097301,2020-12-24 08:27:00,24.4745841922,118.09729217975,24.4745800357,118.097311255,24.474571048,118.09727887,24.4745883487,118.097273104,24.4745973364,118.09730549,0
470f9c7b47bf90480500a0a99c4c0d9c,24.485676,118.134445,2020-12-24 08:27:00,24.48559160815,118.1343952429,24.4856044486,118.1344167175,24.485569671,118.13438611,24.4855787677,118.1343737683,24.4856135453,118.1344043758,0
