BIKE_ID,BIKE_LATITUDE,BIKE_LONGITUDE,TIME,FENCE_LATITUDE,FENCE_LONGITUDE,FENCE_LATITUDE_0,FENCE_LONGITUDE_0,FENCE_LATITUDE_1,FENCE_LONGITUDE_1,FENCE_LATITUDE_2,FENCE_LONGITUDE_2,FENCE_LATITUDE_3,FENCE_LONGITUDE_3,IS_INSIDE
1d77de216e84dfd38cd0022c5ab0c1ca,24.519548,118.121406,2020-12-24 08:14:00,24.51953710075,118.12141872215,24.5195720687,118.1214102004,24.5195080526,118.121441643,24.5195021328,118.1214272439,24.5195661489,118.1213958013,1
04f633b8d8b5b44e4ac02516efdc5541,24.46486,118.08722,2020-12-24 08:14:00,24.46489711595,118.08734227625,24.4649132347,118.0873420581,24.4648877355,118.087356599,24.4648809972,118.0873424944,24.4649064964,118.0873279535,0
044bdcca530d3f5ee39aac58a7551f8b,24.509947,118.180139,2020-12-24 08:14:00,24.509948,118.18015125,24.509915,118.180162,24.509974,118.180127,24.509981,118.18014,24.509922,118.180176,0
e29a66987cd286a2dab3201b07b30228,24.45844,118.068672,2020-12-24 08:14:00,24.458252,118.068546,24.458277,118.068538,24.458234,118.068567,24.458227,118.068554,24.45827,118.068525,0
3c15049c5743d74b07ec5d4daf6f0151,24.493222,118.108007,2020-12-24 08:14:00,24.49333766055,118.10787991765,24.4932972422,118.1078851056,24.4933735173,118.107858884,24.4933780789,118.1078747297,24.4933018038,118.1079009513,0
33b65970ae683edc9d6372aad2b189eb,24.475441,118.169614,2020-12-24 08:14:00,24.475342250000004,118.169678,24.475372,118.169702,24.475307,118.169667,24.475313,118.169654,24.475377,118.169689,0
e1e11712c13cf33c915fca2c6a93299d,24.502185,118.122399,2020-12-24 08:14:00,24.5022466278,118.12240761799998,24.5022638442,118.122465014,24.5022155362,118.122357616,24.5022294114,118.122350222,24.5022777194,118.12245762,0
3587a632ad543ae465e4c292f8715e5c,24.520403,118.090477,2020-12-24 08:14:00,24.520420924725,118.09042222825,24.5203999418,118.0904107553,24.5204441761,118.0904188011,24.5204419076,118.0904337012,24.5203976734,118.0904256554,0
eb7ed3dbe675d9b6e1ca4148632a7a9e,24.493926,118.132777,2020-12-24 08:14:00,24.493959192475,118.1326679665,24.4939778948,118.132677731,24.4939396467,118.132675336,24.4939405262,118.132658217,24.4939787022,118.132660582,0
17ce9e3fbf1db6c7b32dbd19de705b24,24.468936,118.084366,2020-12-24 08:14:00,24.468970442725,118.08439896465,24.4689927135,118.0843994849,24.4689520445,118.0844126859,24.468948172,118.0843984444,24.4689888409,118.0843852434,0
3b9572bab552118829d7fcca913fcb27,24.466291,118.087685,2020-12-24 08:14:00,24.466530026175,118.08754088805,24.4665333296,118.0875830571,24.4665135138,118.0875026025,24.4665267227,118.087498719,24.4665465386,118.0875791736,0
c7ab44e6e73ba9b5d402a8a7aca8d350,24.517746,118.155606,2020-12-24 08:14:00,24.517717615175,118.15562945405,24.517745965,118.1556330903,24.5176929392,118.155645137,24.5176892653,118.1556258178,24.5177422912,118.1556137711,0
d32e84a9893e785729af6b1eba582506,24.516445,118.153763,2020-12-24 08:14:00,24.516268030725,118.15389148575,24.5162503125,118.153904865,24.5162473325,118.153887306,24.5162854772,118.153878232,24.5162890007,118.15389554,0
e0dd943f979ee5e847ead981940f1ee0,24.491367,118.180722,2020-12-24 08:14:00,24.49165950575,118.17957954625,24.4916542622,118.179600502,24.4916422589,118.179589917,24.4916646812,118.179558408,24.4916768207,118.179569358,0
9bcd52272b550c1dbfdfbbd1f80591d4,24.481689,118.167592,2020-12-24 08:14:00,24.481690622025,118.167580832,24.481708012,118.167596055,24.4816686958,118.167584212,24.4816733589,118.167565791,24.4817124214,118.16757727,0
977edcfe9d50e36cc746517d1805ee6a,24.501975,118.136648,2020-12-24 08:14:00,24.501956736,118.1366199855,24.5019791386,118.1366139061,24.5019776761,118.1366306,24.5019343334,118.1366260649,24.5019357959,118.136609371,0
4aa8d2bc612f74fb5e51c07bc3fbaf68,24.494631,118.126442,2020-12-24 08:14:00,24.49462025,118.1267335,24.494619,118.126712,24.494635,118.126748,24.494621,118.126755,24.494606,118.126719,0
68e4bcb1a4291821075b456a19b4b055,24.493541,118.123315,2020-12-24 08:14:00,24.493694,118.12326425,24.493723,118.123269,24.493668,118.123279,24.493665,118.12326,24.49372,118.123249,0
a04a6a565bceedb656522edb26720fa9,24.492917,118.111406,2020-12-24 08:14:00,24.49300889955,118.11150095460002,24.493045437,118.1114895293,24.4929787372,118.1115262197,24.4929723621,118.1115123799,24.4930390619,118.1114756895,0
86627212c645c97b247c40348b582e2e,24.490248,118.115684,2020-12-24 08:14:00,24.490134271125,118.115728015,24.4901333806,118.1157556038,24.4901196021,118.1157055397,24.4901351617,118.1157004262,24.4901489401,118.1157504903,0
acfe1c02ab38def302affb8ec2bc28cd,24.478868,118.125329,2020-12-24 08:14:00,24.4788732405,118.12534626250002,24.4788643954,118.1253811169,24.4788676616,118.1253106103,24.4788820856,118.1253114081,24.4788788194,118.1253819147,1
8caeba1385907babf14e6dcbecc58c21,24.511737,118.155179,2020-12-24 08:14:00,24.511744280125,118.15521530065,24.5117883259,118.1552126494,24.5117033785,118.1552333582,24.5117002344,118.1552179519,24.5117851817,118.1551972431,0
3810116d6e6b7b25ec6f445bc1c70c01,24.529041,118.154362,2020-12-24 08:14:00,24.52896181785,118.15436120435,24.5289380883,118.1543608981,24.5289813154,118.1543464165,24.5289855474,118.1543615106,24.5289423203,118.1543759922,0
ca4632f53661739db4d05ae325d2d1ee,24.472955,118.088869,2020-12-24 08:14:00,24.472411567675,118.08905557275,24.4724058312,118.089066755,24.472400444,118.089051079,24.4724173716,118.089044425,24.4724226239,118.089060032,0
b6895373092d953a9f5308ba14526dad,24.479331,118.186391,2020-12-24 08:20:00,24.479299008075,118.18635706925,24.4793634079,118.1864030557,24.479227709,118.1863254943,24.4792346083,118.1863110828,24.4793703071,118.1863886442,0
224ddbcce5e5f31f72c417b5a39f1b4a,24.519517,118.122709,2020-12-24 08:06:00,24.51945454815,118.1226960737,24.5194579771,118.1227308496,24.5194367016,118.122667041,24.5194511192,118.1226612978,24.5194723947,118.1227251064,0
5c0dbe85f91d37ff87f9bfd49c2d7c89,24.487305,118.097433,2020-12-24 08:20:00,24.4872665768,118.09737769825,24.4872530221,118.097390522,24.4872487287,118.097376749,24.4872801306,118.097364877,24.4872844258,118.097378645,0
40d954d8b0559154742820c0cb8db4c0,24.480479,118.186505,2020-12-24 08:06:00,24.480366,118.18655675,24.480392,118.186536,24.480398,118.186552,24.48034,118.186577,24.480334,118.186562,0
eaeaa10840f7abf28ffe9f2e9c35f26c,24.50752,118.165189,2020-12-24 08:20:00,24.50751863785,118.16516625955,24.5075158704,118.1651875547,24.5075073585,118.1651486338,24.5075214053,118.1651449644,24.5075299172,118.1651838853,0
9b23543705aef9181b6bce255cb2fb8d,24.493255,118.141273,2020-12-24 08:06:00,24.49329641625,118.141357758075,24.4933106653,118.1413718042,24.493277352,118.1413601527,24.4932821672,118.1413437119,24.4933154805,118.1413553635,0
6378c45c27bf5d8f6ca6bd2c46a31acb,24.495258,118.132079,2020-12-24 08:06:00,24.49521025,118.1322905,24.495217,118.132242,24.495219,118.132339,24.495203,118.132339,24.495202,118.132242,0
d88f7b6c6197d48b01427ca3ded727fd,24.518325,118.121994,2020-12-24 08:20:00,24.518302953125,118.1219938615,24.5182645113,118.122020971,24.5182588461,118.122007108,24.5183413461,118.121966648,24.518347109,118.121980719,0
3f59fe2d75c1ec65967917b066493702,24.511927,118.144071,2020-12-24 08:06:00,24.511745526025,118.1441124239,24.5117211064,118.1441027172,24.5117709155,118.1441063813,24.5117699456,118.1441221306,24.5117201366,118.1441184665,0
9881312554417d2a5d05f7ee428eca00,24.473024,118.091425,2020-12-24 08:20:00,24.4729380804,118.091038679,24.4729445389,118.0910207267,24.472950229,118.0910526748,24.4729316219,118.0910566313,24.4729259318,118.0910246832,0
