BIKE_ID,BIKE_LATITUDE,BIKE_LONGITUDE,TIME,FENCE_LATITUDE,FENCE_LONGITUDE,FENCE_LATITUDE_0,FENCE_LONGITUDE_0,FENCE_LATITUDE_1,FENCE_LONGITUDE_1,FENCE_LATITUDE_2,FENCE_LONGITUDE_2,FENCE_LATITUDE_3,FENCE_LONGITUDE_3,IS_INSIDE
4b05a56ec74bfab1ae7604f078039efd,24.465661,118.083131,2020-12-22 08:57:00,24.465687207250003,118.0832071336,24.4656457119,118.0832169131,24.4657237547,118.0831835419,24.4657287026,118.0831973541,24.4656506598,118.0832307253,0
6e770b003a070e5577d270933d768632,24.503885,118.154445,2020-12-22 08:57:00,24.503854628275,118.15438352175,24.5038735482,118.154395171,24.5038332982,118.154388216,24.5038358632,118.154371874,24.5038758035,118.154378826,0
11622d521cf452a10bf145b660a4d3f1,24.489714,118.181477,2020-12-22 08:57:00,24.489822827775,118.18163499575,24.4898229298,118.181675856,24.4898100424,118.181596698,24.4898229017,118.181594199,24.4898354372,118.18167323,0
406fdc24bbfb3dbb6175dcecba34d6cf,24.516723,118.15469,2020-12-22 08:57:00,24.516622398450004,118.15469565395,24.516619875,118.1547252507,24.5166094458,118.1546695168,24.5166249219,118.1546660572,24.5166353511,118.1547217911,0
3cd5d93e6fa93c28bb584bbeb478cbe0,24.51674,118.119629,2020-12-22 08:57:00,24.51686129415,118.1195928675,24.5168380091,118.1195936422,24.5168784524,118.1195756448,24.5168845792,118.1195920928,24.5168441359,118.1196100902,0
ecac9055fb4992d9db698062a8101fb6,24.487123,118.176628,2020-12-22 08:57:00,24.48711584215,118.17659807925,24.4871245097,118.176620421,24.4871061637,118.176620045,24.4871073326,118.176575559,24.4871253626,118.176576292,0
1c5b62c2f8b55eafed897f412f4d4d39,24.523366,118.160349,2020-12-22 08:57:00,24.52334238995,118.16027514825,24.5233339812,118.160297777,24.5233216176,118.160283277,24.5233508914,118.160252792,24.5233630696,118.160266747,0
cb3a53b9781d7f2f264a95dfbe9aaf5e,24.491463,118.111944,2020-12-22 08:57:00,24.491349309,118.11202789485,24.4913274271,118.1120327274,24.4913666036,118.1120124689,24.4913711909,118.1120230623,24.4913320144,118.1120433208,0
a654704a70574701c456f6d928d4bf26,24.465958,118.084836,2020-12-22 08:57:00,24.46596216635,118.0847883834,24.4659587368,118.0847464741,24.4659786603,118.0848264057,24.4659655959,118.0848302927,24.4659456724,118.0847503611,0
1d390fcc22f9eb1ae966b1ce912ec21a,24.486147,118.191212,2020-12-22 08:57:00,24.4862431029,118.19129835615,24.4862264211,118.1913223001,24.4862467356,118.191268526,24.4862597847,118.1912744122,24.4862394702,118.1913281863,0
