BIKE_ID,BIKE_LATITUDE,BIKE_LONGITUDE,TIME,FENCE_LATITUDE,FENCE_LONGITUDE,FENCE_LATITUDE_0,FENCE_LONGITUDE_0,FENCE_LATITUDE_1,FENCE_LONGITUDE_1,FENCE_LATITUDE_2,FENCE_LONGITUDE_2,FENCE_LATITUDE_3,FENCE_LONGITUDE_3,DISTANCE,IS_INSIDE
342aaee84a5ce84f872c79fc0daf96e8,24.475405,118.158467,2020-12-25 07:52:00,24.4755048682,118.15828899139998,24.4754939048,118.1582632016,24.4755264803,118.1583048339,24.4755158316,118.1583147812,24.4754832561,118.1582731489,21.16617364412261,0
1f8617ca176c4ea07ec7b714205a37f1,24.503513,118.128481,2020-12-25 07:52:00,24.503486317800004,118.12847209375,24.5035185495,118.128487162,24.5034514874,118.128476441,24.5034540861,118.128457026,24.5035211482,118.128467746,3.0902427201584093,1
2a0249f18d428fd2560d796588cc7f26,24.483815,118.156331,2020-12-25 07:52:00,24.48374691455,118.1563039135,24.4837645704,118.156317331,24.4837254277,118.156306764,24.4837293805,118.156290505,24.4837682796,118.156301054,8.02577844533814,0
b63e2b42b582b91d7662007fde66d48a,24.463244,118.067668,2020-12-25 07:51:00,24.46327741935,118.06773375805,24.4632446723,118.0678156897,24.4632945506,118.0676463367,24.4633101664,118.0676518264,24.4632602881,118.0678211794,7.625557753758479,0
73ed2054ed3e2d82c48f6f3448827860,24.530383,118.136508,2020-12-25 07:52:00,24.53038740845,118.1365210355,24.530354103,118.136559781,24.5303441166,118.136545758,24.5304206022,118.136482141,24.530430812,118.136496462,1.4082613443202034,0
d01e144e922d76d4d669bdb34b779abb,24.524988,118.149304,2020-12-25 07:52:00,24.524974107650003,118.149292779,24.5249705724,118.149312192,24.5249623491,118.149279004,24.5249775309,118.149273251,24.5249859782,118.149306669,1.913333285155168,0
bd608f114da006e2dee77514ce464aa7,24.492273,118.125189,2020-12-25 07:52:00,24.492294310025,118.125026425475,24.4922712975,118.1250403168,24.4923027797,118.1249992279,24.4923173225,118.1250125341,24.4922858404,118.1250536231,16.646905985432955,0
58f2643a0c24960d910d590ef2b257d3,24.468168,118.097005,2020-12-25 07:52:00,24.468035070025,118.0970133057,24.4680355806,118.0970453147,24.4680210896,118.0969851707,24.4680345595,118.0969812967,24.4680490504,118.0970414407,14.748049983151004,0
92ccae1f53522dda6bfdd2a7cf791e15,24.48399,118.156262,2020-12-25 07:52:00,24.48374691455,118.1563039135,24.4837645704,118.156317331,24.4837254277,118.156306764,24.4837293805,118.156290505,24.4837682796,118.156301054,27.258570250039238,0
301d5fb14bc54efb99037954baba7c70,24.474328,118.152202,2020-12-25 07:52:00,24.4743253089,118.15221595235,24.4743473507,118.1521783263,24.4743169931,118.1522596922,24.4743032671,118.1522535784,24.4743336247,118.1521722125,1.4454923759837355,1
8d1f8f7a6d58f6fabcbfa10b8bd07b1a,24.487376,118.119041,2020-12-25 07:52:00,24.4872340619,118.11927946515,24.487287476,118.119333732,24.4871698342,118.1192417043,24.4871806478,118.1192251983,24.4872982896,118.119317226,28.83507627594149,0
5e8507470dc9001a0cc8d861a3ed37ff,24.557722,118.130535,2020-12-25 07:52:00,24.557759172500003,118.130695806,24.5577526025,118.130720626,24.5577511625,118.130671439,24.5577657439,118.130671044,24.5577671811,118.130720115,16.80328383701554,0
6950a78880e7f2e7bf7ef747740a5813,24.503156,118.121396,2020-12-25 07:52:00,24.503118251800004,118.1214195583,24.5031423211,118.1214209761,24.5030977614,118.1214334322,24.5030941825,118.1214181405,24.5031387422,118.1214056844,4.814922859539459,0
6c798e41e5d3ed293adfa43a758e272e,24.51934,118.113872,2020-12-25 07:52:00,24.5192628041,118.1139612393,24.5192787616,118.1140476171,24.5192338464,118.1138789986,24.5192468466,118.1138748615,24.5192917618,118.11404348,12.445795185750926,0
86318faca5bfc03f71c45f60300b1d2f,24.528851,118.154392,2020-12-25 07:52:00,24.52896181785,118.15436120435,24.5289380883,118.1543608981,24.5289813154,118.1543464165,24.5289855474,118.1543615106,24.5289423203,118.1543759922,12.665295032565389,0
c6472b8085a4ce03d146ad9e418c605c,24.485883,118.100872,2020-12-25 07:52:00,24.486970580675,118.1002677485,24.4869550271,118.100283715,24.4869487025,118.100268257,24.4869861347,118.100251782,24.4869924584,118.10026724,135.14329596542265,0
871c17973fab7a1dcf5f7926923b5cca,24.464074,118.077171,2020-12-22 07:45:00,24.46419569405,118.077178032,24.4641936736,118.0771500683,24.4642064483,118.0772035034,24.4641977145,118.0772059957,24.4641849398,118.0771525606,13.498278169410929,0
66b0171f039a5c7880efd182dfc8fd70,24.51334,118.15892,2020-12-22 07:45:00,24.513303931025,118.15892078525,24.5132930433,118.158944174,24.5132810149,118.158929501,24.5133150045,118.158897305,24.5133266614,118.158912161,3.995997479476169,0
83fbf4286db272081bd7a5591d128fc6,24.529602,118.100931,2020-12-22 07:45:00,24.52958975,118.10095775,24.529565,118.100955,24.529612,118.100946,24.529614,118.100961,24.529568,118.100969,3.0312558831613994,0
0357f556a071c926093b8f0bcbf98bac,24.538955,118.13021,2020-12-22 07:45:00,24.537634553225,118.128687936,24.5375964681,118.128732262,24.537586112,118.128718456,24.537672696,118.12864356,24.5376829368,118.128657466,212.54769380928414,0
1d72fa4232ccd746aa8449db861600e7,24.483315,118.153325,2020-12-22 07:45:00,24.4832545,118.15323275,24.483268,118.153191,24.483255,118.153277,24.483241,118.153274,24.483254,118.153189,11.504460246741333,0
8282cdbc0ec414ec50a59040850650df,24.487287,118.114729,2020-12-22 07:45:00,24.48720974305,118.11462956375,24.4872389194,118.1146167536,24.4871887646,118.1146551579,24.4871805667,118.1146423739,24.4872307215,118.1146039696,13.222039877327589,0
e0c32c68cd7f3f105d7211e07f893138,24.521192,118.120894,2020-12-22 07:45:00,24.521203304625,118.12090437614998,24.5212071431,118.1209414686,24.5211857828,118.1208723347,24.5211994661,118.1208672837,24.5212208265,118.1209364176,1.6351034797858608,0
2f7992070ab5e9e4540e75e1e053d1f9,24.480405,118.137658,2020-12-22 07:45:00,24.480289133975003,118.1374313735,24.4802976759,118.13745209,24.480279444,118.13745092,24.480280592,118.137410657,24.480298824,118.137411827,26.315010816545982,0
496c8c3fdcf95f10be9e47b2b0c6590b,24.487178,118.11848,2020-12-22 07:45:00,24.48717303615,118.118525619,24.4870778175,118.1184283027,24.4872797892,118.1186074036,24.4872682548,118.1186229353,24.4870662831,118.1184438344,4.656745495005942,0
310ba2b4948476d84397c13dd26a2a67,24.471846,118.106253,2020-12-22 07:45:00,24.47172818365,118.1054567328,24.4717477861,118.1054596602,24.4717128385,118.1054703776,24.4717085812,118.1054538054,24.4717435288,118.105443088,81.77152769070183,0
65c0fdc1edb7b8274cd53bb6193bb7bb,24.501321,118.136492,2020-12-22 07:45:00,24.50130193185,118.136520555975,24.5012928942,118.13654355,24.5012947367,118.1364967979,24.5013109695,118.1364975619,24.501309127,118.1365443141,3.5829664780254102,0
472c39c3b24cf075da0321d1673f9dec,24.535082,118.126425,2020-12-22 07:45:00,24.5318995957,118.12607728975,24.5318649192,118.126104838,24.5319239347,118.1260387164,24.5319342722,118.1260497415,24.5318752567,118.1261158631,354.2585461274413,0
0feec8647ec590a1af97e0373d7f0c07,24.431924,118.115142,2020-12-22 07:45:00,24.43188913685,118.11516128055,24.4318563724,118.1151395346,24.43192631,118.1151715294,24.4319219013,118.1151830265,24.4318519637,118.1151510317,4.328378744284819,0
d39d0dfcbb8e1910fbb52f27cc34135d,24.501743,118.127963,2020-12-22 07:45:00,24.5017345615,118.12795292485,24.5017088761,118.1279414571,24.5017618958,118.1279477194,24.5017602469,118.1279643926,24.5017072272,118.1279581303,1.3843420936414619,0
335d6dcde79094f4c7cc859d1902e44c,24.494299,118.132817,2020-12-22 07:45:00,24.49399885235,118.13264617275,24.4940260193,118.1326542461,24.4939715679,118.1326537584,24.4939716854,118.1326380994,24.4940261368,118.1326385871,37.48470198041746,0
e4d261ba2ea84e1f250a84e54bfdd57e,24.519601,118.121441,2020-12-22 07:45:00,24.51953710075,118.12141872215,24.5195720687,118.1214102004,24.5195080526,118.121441643,24.5195021328,118.1214272439,24.5195661489,118.1213958013,7.429185851583911,0
b96c0c66cc44062a300698416fb655ec,24.531627,118.156923,2020-12-22 07:45:00,24.5316097598,118.1569557669,24.5316395513,118.156987826,24.5315717665,118.1569367024,24.5315799683,118.1569237078,24.5316477531,118.1569748314,3.8302405930379457,0
5311569c413f1b9cbd837183a8a3d56c,24.465436,118.095691,2020-12-22 07:44:00,24.46456273145,118.096364020725,24.4645411946,118.096329609,24.4645942751,118.0963874759,24.4645842683,118.0963984325,24.4645311878,118.0963405655,118.37200327174644,0
331f52797517a42043a36d733603c192,24.512318,118.09361,2020-12-22 07:45:00,24.5122642841,118.0937167215,24.5122297863,118.0936985691,24.5123024801,118.0937196149,24.5122987819,118.0937348739,24.5122260881,118.0937138281,12.344231072212589,0
9b8664efd3798096806749d8b51ed853,24.51778,118.114963,2020-12-22 07:45:00,24.5178054667,118.1148541508,24.5177655215,118.1148599001,24.5178414137,118.1148342622,24.5178454119,118.1148484015,24.5177695197,118.1148740394,11.385799318263992,0
31d9b0849d9f52ab198191754455e928,24.49131,118.089128,2020-12-22 07:45:00,24.491415441625,118.08889995615002,24.4914250365,118.0889305511,24.4913941623,118.0888774787,24.4914058467,118.0888693612,24.491436721,118.0889224336,25.89796981731903,0
ddf9ceacde0ea6b2ccff4ca743e82ca9,24.465455,118.163802,2020-12-22 07:45:00,24.4654757386,118.16370711125,24.4654559387,118.163716798,24.4654548813,118.163699954,24.4654955294,118.163697499,24.465496605,118.163714194,9.890508535863306,0
